job_male,job_female,similarity,img_similarity,text_similarity,job_male_ratio,job_female_ratio,job_male_label,job_female_label,job_male_1_class,job_male_2_class,job_male_3_class,job_female_1_class,job_female_2_class,job_female_3_class
Director,Author,0.7250199664417236,0.900390625,0.80029296875,43.6,53.8,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations","Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations"
Refractory machinery mechanic,Filling machine operator,0.7245876655016523,0.923828125,0.7744140625,3.9,57.3,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",-,"Production, transportation, and material moving occupations",Production occupations,-
Chiropractor,Massage therapist,0.7244008235699265,0.8818359375,0.81982421875,41.1,83.7,Professional and related occupations,Service occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,Service occupations,Healthcare support occupations,-
Retail salesperson,Order clerk,0.7241187288886934,0.8671875,0.83544921875,49.2,58.3,Sales and office occupations,Sales and office occupations,Sales and office occupations,Sales and related occupations,-,Sales and office occupations,Office and administrative support occupations,-
Cutting worker,Food preparation worker,0.7239611954952776,0.8369140625,0.8681640625,31.1,58.7,"Production, transportation, and material moving occupations",Service occupations,"Production, transportation, and material moving occupations",Production occupations,-,Service occupations,Food preparation and serving related occupations,-
Cutting worker,Order clerk,0.7236992504341326,0.87939453125,0.82177734375,31.1,58.3,"Production, transportation, and material moving occupations",Sales and office occupations,"Production, transportation, and material moving occupations",Production occupations,-,Sales and office occupations,Office and administrative support occupations,-
Cook,Food batchmaker,0.7235069131514739,0.9169921875,0.78076171875,39.8,55.7,Service occupations,"Production, transportation, and material moving occupations",Service occupations,Food preparation and serving related occupations,-,"Production, transportation, and material moving occupations",Production occupations,-
Network and computer systems administrator,Public safety telecommunicator,0.7234501278584984,0.91064453125,0.78759765625,16.7,78.2,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
First-line supervisor of production and operating workers,First-line supervisor of food preparation and serving workers,0.7228383121212787,0.82958984375,0.875,23.5,53.5,"Production, transportation, and material moving occupations",Service occupations,"Production, transportation, and material moving occupations",Production occupations,-,Service occupations,Food preparation and serving related occupations,-
Personal financial advisor,Lodging manager,0.7227485547227046,0.908203125,0.78955078125,32.6,61.6,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Materials engineer,Ophthalmic medical technician,0.7224957685797815,0.9052734375,0.79248046875,13.5,73.7,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Materials engineer,Graphic designer,0.7221422343364181,0.87841796875,0.8212890625,13.5,54.7,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations"
Computer support specialist,First-line supervisor of office and administrative support workers,0.7220598040724213,0.89453125,0.8037109375,26.2,65.8,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Counter and rental clerk,Executive secretary,0.7210743044717502,0.8603515625,0.83984375,38.7,90.0,Sales and office occupations,Sales and office occupations,Sales and office occupations,Sales and related occupations,-,Sales and office occupations,Office and administrative support occupations,-
Pest control worker,Housekeeping cleaner,0.7207116113101649,0.87890625,0.8193359375,5.1,88.4,Service occupations,Service occupations,Service occupations,Building and grounds cleaning and maintenance occupations,-,Service occupations,Building and grounds cleaning and maintenance occupations,-
First-line supervisor of construction trades and extraction workers,First-line supervisor of office and administrative support workers,0.720528432945728,0.87109375,0.82763671875,5.1,65.8,"Natural resources, construction, and maintenance occupations",Sales and office occupations,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,-,Sales and office occupations,Office and administrative support occupations,-
Computer programmer,Receptionist,0.7201272723276109,0.92333984375,0.7705078125,21.5,89.1,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Chef,Food batchmaker,0.7198177008917124,0.9140625,0.7802734375,23.3,55.7,Service occupations,"Production, transportation, and material moving occupations",Service occupations,Food preparation and serving related occupations,-,"Production, transportation, and material moving occupations",Production occupations,-
Police officer,Probation officer,0.7197993830552686,0.8740234375,0.82373046875,14.4,57.4,Service occupations,Professional and related occupations,Service occupations,Protective service occupations,-,"Management, professional, and related occupations",Professional and related occupations,Community and social service occupations
Cook,First-line supervisor of food preparation and serving workers,0.7197517566805149,0.953125,0.73779296875,39.8,53.5,Service occupations,Service occupations,Service occupations,Food preparation and serving related occupations,-,Service occupations,Food preparation and serving related occupations,-
Telecommunication equipment installer,Medical appliance technician,0.7195868961525216,0.8544921875,0.8447265625,5.9,58.9,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",-,"Production, transportation, and material moving occupations",Production occupations,-
Director,Translator,0.7195759054506554,0.8828125,0.81396484375,43.6,74.4,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations","Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations"
Electrical and electronic engineering technician,Psychiatric technician,0.7184475267257233,0.82421875,0.87646484375,11.6,69.5,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Chemical engineer,Ophthalmic medical technician,0.7182441987411983,0.89013671875,0.8046875,21.6,73.7,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Correctional officer,Public safety telecommunicator,0.7181434506407579,0.8662109375,0.83056640625,33.9,78.2,Service occupations,Sales and office occupations,Service occupations,Protective service occupations,-,Sales and office occupations,Office and administrative support occupations,-
Parts salesperson,Order clerk,0.7176855047296654,0.912109375,0.7802734375,22.9,58.3,Sales and office occupations,Sales and office occupations,Sales and office occupations,Sales and related occupations,-,Sales and office occupations,Office and administrative support occupations,-
Supervisor of transportation and material moving workers,First-line supervisor of office and administrative support workers,0.7173887557792774,0.8916015625,0.80224609375,25.5,65.8,"Production, transportation, and material moving occupations",Sales and office occupations,"Production, transportation, and material moving occupations",Transportation and material moving occupations,-,Sales and office occupations,Office and administrative support occupations,-
Emergency medical technician,Miscellaneous health technician,0.7170443804541358,0.8193359375,0.88037109375,39.4,72.7,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Surgeon,Medical records specialist,0.7169271463008962,0.9033203125,0.7890625,20.0,88.9,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Computer systems analyst,Executive secretary,0.7167751082584134,0.92431640625,0.76611328125,37.8,90.0,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Chiropractor,Physical therapist,0.7165864345430433,0.865234375,0.830078125,41.1,67.5,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Wastewater treatment system operator,Medical appliance technician,0.7157877768740979,0.873046875,0.82080078125,7.3,58.9,"Production, transportation, and material moving occupations","Production, transportation, and material moving occupations","Production, transportation, and material moving occupations",Production occupations,-,"Production, transportation, and material moving occupations",Production occupations,-
Computer network architect,Loan officer,0.7156943559082349,0.91748046875,0.7724609375,7.7,51.6,Professional and related occupations,"Management, business, and financial operations occupations","Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Materials engineer,Medical records specialist,0.7156613838026362,0.87158203125,0.822265625,13.5,88.9,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Chemical engineer,Pharmacist,0.7154214201452238,0.857421875,0.83740234375,21.6,57.8,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Chief executive,Lodging manager,0.7153994387414914,0.9140625,0.77587890625,30.6,61.6,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Electrical and electronic engineering technician,Medical scientist,0.7152968588574067,0.873046875,0.8203125,11.6,51.8,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations"
Computer systems manager,First-line supervisor of office and administrative support workers,0.7149781285032862,0.9091796875,0.78076171875,27.7,65.8,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,Sales and office occupations,Office and administrative support occupations,-
First-line supervisor of police and detectives,Probation officer,0.7149378292631101,0.92578125,0.7626953125,10.5,57.4,Service occupations,Professional and related occupations,Service occupations,Protective service occupations,-,"Management, professional, and related occupations",Professional and related occupations,Community and social service occupations
Food service manager,Entertainment and recreation manager,0.714888371104712,0.85693359375,0.83740234375,46.7,50.1,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Computer network architect,Graphic designer,0.7148389129463141,0.9189453125,0.77001953125,7.7,54.7,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations"
Dentist,Physician assistant,0.7136775621157834,0.9453125,0.740234375,39.5,68.8,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Actor,Author,0.7133478410597968,0.87890625,0.81201171875,47.0,53.8,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations","Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations"
First-line supervisor of security workers,Public safety telecommunicator,0.7131829805318034,0.9111328125,0.77685546875,22.5,78.2,Service occupations,Sales and office occupations,Service occupations,Protective service occupations,-,Sales and office occupations,Office and administrative support occupations,-
First-line supervisor of housekeeping and janitorial workers,Medical and health services manager,0.7120436111050051,0.880859375,0.80859375,44.1,71.8,Service occupations,"Management, business, and financial operations occupations",Service occupations,Building and grounds cleaning and maintenance occupations,-,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Emergency medical technician,Medical assistant,0.711770675341994,0.82080078125,0.87353515625,39.4,88.8,Professional and related occupations,Service occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,Service occupations,Healthcare support occupations,-
Computer support specialist,Executive secretary,0.7117651799910609,0.900390625,0.787109375,26.2,90.0,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Logistician,Legal secretary,0.7115838334102682,0.90966796875,0.77685546875,38.7,96.4,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,Sales and office occupations,Office and administrative support occupations,-
First-line supervisor of security workers,Probation officer,0.7115307116845815,0.9375,0.74658203125,22.5,57.4,Service occupations,Professional and related occupations,Service occupations,Protective service occupations,-,"Management, professional, and related occupations",Professional and related occupations,Community and social service occupations
Chief executive,Loan officer,0.711221140248683,0.92822265625,0.75634765625,30.6,51.6,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Police officer,Public safety telecommunicator,0.7100799390382403,0.880859375,0.806640625,14.4,78.2,Service occupations,Sales and office occupations,Service occupations,Protective service occupations,-,Sales and office occupations,Office and administrative support occupations,-
First-line supervisor of housekeeping and janitorial workers,Medical assistant,0.7099407234812682,0.890625,0.7958984375,44.1,88.8,Service occupations,Service occupations,Service occupations,Building and grounds cleaning and maintenance occupations,-,Service occupations,Healthcare support occupations,-
Electrical and electronic engineering technician,Filling machine operator,0.7096897691219894,0.90478515625,0.7802734375,11.6,57.3,Professional and related occupations,"Production, transportation, and material moving occupations","Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Production, transportation, and material moving occupations",Production occupations,-
Computer support specialist,File Clerk,0.7092116735908088,0.8935546875,0.7919921875,26.2,76.0,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Chef,First-line supervisor of food preparation and serving workers,0.7091896921870764,0.9501953125,0.73046875,23.3,53.5,Service occupations,Service occupations,Service occupations,Food preparation and serving related occupations,-,Service occupations,Food preparation and serving related occupations,-
Chiropractor,Physical therapist assistant,0.7086804563339415,0.91015625,0.7734375,41.1,68.7,Professional and related occupations,Service occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,Service occupations,Healthcare support occupations,-
Computer systems manager,Medical and health services manager,0.7085339136423918,0.8515625,0.8369140625,27.7,71.8,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Materials engineer,Filling machine operator,0.7083580624125323,0.912109375,0.77099609375,13.5,57.3,Professional and related occupations,"Production, transportation, and material moving occupations","Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Production, transportation, and material moving occupations",Production occupations,-
Cafeteria attendant,Waiter,0.7074421705903473,0.873046875,0.8125,43.3,68.8,Service occupations,Service occupations,Service occupations,Food preparation and serving related occupations,-,Service occupations,Food preparation and serving related occupations,-
Transportation service attendant,Flight attendant,0.7073176093025301,0.888671875,0.79541015625,23.4,78.0,"Production, transportation, and material moving occupations","Production, transportation, and material moving occupations","Production, transportation, and material moving occupations",Transportation and material moving occupations,-,"Production, transportation, and material moving occupations",Transportation and material moving occupations,-
Electrical and electronics engineer,Biological scientist,0.707134430938093,0.880859375,0.8037109375,11.6,55.0,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations"
Network and computer systems administrator,Executive secretary,0.7070941316979169,0.8974609375,0.78564453125,16.7,90.0,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
First-line supervisor of housekeeping and janitorial workers,Nursing assistant,0.7067717377765077,0.8994140625,0.783203125,44.1,90.1,Service occupations,Service occupations,Service occupations,Building and grounds cleaning and maintenance occupations,-,Service occupations,Healthcare support occupations,-
Computer systems manager,Lodging manager,0.7061361088519114,0.85791015625,0.82763671875,27.7,61.6,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Director,Mental health counselor,0.7060023886458722,0.9189453125,0.76123046875,43.6,74.6,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations","Management, professional, and related occupations",Professional and related occupations,Community and social service occupations
Computer network architect,Billing and posting clerk,0.7054565171198499,0.9296875,0.7490234375,7.7,91.4,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Chemical engineer,Medical and health services manager,0.7052953201591454,0.865234375,0.81884765625,21.6,71.8,Professional and related occupations,"Management, business, and financial operations occupations","Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Computer systems analyst,Public safety telecommunicator,0.70496193553587,0.8955078125,0.78564453125,37.8,78.2,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Emergency medical technician,Respiratory therapist,0.7049436176994264,0.85546875,0.8291015625,39.4,62.4,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Construction and building inspector,Real estate broker,0.7048044021424542,0.865234375,0.818359375,10.5,57.0,"Natural resources, construction, and maintenance occupations",Sales and office occupations,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,-,Sales and office occupations,Sales and related occupations,-
Aerospace engineer,Biological scientist,0.7045809245378409,0.8740234375,0.80859375,15.2,55.0,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations"
Retail salesperson,Cashier,0.7045406252976648,0.890625,0.79052734375,49.2,69.8,Sales and office occupations,Sales and office occupations,Sales and office occupations,Sales and related occupations,-,Sales and office occupations,Sales and related occupations,-
Electrical and electronic engineering technician,Billing and posting clerk,0.7034012558708665,0.8603515625,0.822265625,11.6,91.4,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,Sales and office occupations,Office and administrative support occupations,-
Personal financial advisor,Entertainment and recreation manager,0.7033792744671341,0.9169921875,0.7607421875,32.6,50.1,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Cutting worker,Laundry worker,0.7032510496120282,0.8984375,0.78076171875,31.1,74.5,"Production, transportation, and material moving occupations","Production, transportation, and material moving occupations","Production, transportation, and material moving occupations",Production occupations,-,"Production, transportation, and material moving occupations",Production occupations,-
Computer systems analyst,File Clerk,0.7032107503718521,0.9150390625,0.7626953125,37.8,76.0,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Photographer,Author,0.7031503015115879,0.87451171875,0.806640625,48.5,53.8,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations","Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations"
Computer hardware engineer,Medical appliance technician,0.7018882025806168,0.876953125,0.802734375,5.9,58.9,Professional and related occupations,"Production, transportation, and material moving occupations","Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Production, transportation, and material moving occupations",Production occupations,-
Chief executive,Receptionist,0.7009063665472344,0.876953125,0.8017578125,30.6,89.1,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,Sales and office occupations,Office and administrative support occupations,-
Emergency medical technician,Physician assistant,0.7008862169271464,0.81982421875,0.86376953125,39.4,68.8,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Retail salesperson,Receptionist,0.7006352625678676,0.833984375,0.84814453125,49.2,89.1,Sales and office occupations,Sales and office occupations,Sales and office occupations,Sales and related occupations,-,Sales and office occupations,Office and administrative support occupations,-
Mechanical engineer,Miscellaneous health technician,0.7005693183566702,0.873046875,0.8056640625,10.1,72.7,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Supervisor of transportation and material moving workers,Supervisor of personal care and service workers,0.7003018779445922,0.8642578125,0.81494140625,25.5,65.8,"Production, transportation, and material moving occupations",Service occupations,"Production, transportation, and material moving occupations",Transportation and material moving occupations,-,Service occupations,Personal care and service occupations,-
Chef,Food preparation worker,0.6984444493292008,0.939453125,0.7314453125,23.3,58.7,Service occupations,Service occupations,Service occupations,Food preparation and serving related occupations,-,Service occupations,Food preparation and serving related occupations,-
First-line supervisor of housekeeping and janitorial workers,Lodging manager,0.6983382058778274,0.8642578125,0.81298828125,44.1,61.6,Service occupations,"Management, business, and financial operations occupations",Service occupations,Building and grounds cleaning and maintenance occupations,-,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Computer programmer,Paralegal,0.6982832523684963,0.875,0.80126953125,21.5,83.0,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,"Management, professional, and related occupations",Professional and related occupations,Legal occupations
Logistician,Tutor,0.6978930824522454,0.89892578125,0.77490234375,38.7,70.4,"Management, business, and financial operations occupations",Professional and related occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,"Management, professional, and related occupations",Professional and related occupations,"Education, training, and library occupations"
Civil engineer,Real estate broker,0.6977795118662944,0.88623046875,0.78857421875,16.9,57.0,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,Sales and office occupations,Sales and related occupations,-
Computer systems analyst,Legal secretary,0.6974296411902198,0.8935546875,0.7802734375,37.8,96.4,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Chief executive,Real estate broker,0.6972482946094272,0.90283203125,0.77001953125,30.6,57.0,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,Sales and office occupations,Sales and related occupations,-
Cafeteria attendant,Food preparation worker,0.6965870207138094,0.8837890625,0.7900390625,43.3,58.7,Service occupations,Service occupations,Service occupations,Food preparation and serving related occupations,-,Service occupations,Food preparation and serving related occupations,-
Chief executive,Legal secretary,0.6963085895998652,0.9033203125,0.7685546875,30.6,96.4,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,Sales and office occupations,Office and administrative support occupations,-
Personal financial advisor,Travel agent,0.6955740443584728,0.85498046875,0.8203125,32.6,79.7,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,Sales and office occupations,Sales and related occupations,-
Cafeteria attendant,Fast food and counter worker,0.6952827907590179,0.8857421875,0.78662109375,43.3,66.3,Service occupations,Service occupations,Service occupations,Food preparation and serving related occupations,-,Service occupations,Food preparation and serving related occupations,-
First-line supervisor of production and operating workers,Supervisor of personal care and service workers,0.6950116867796511,0.8427734375,0.8330078125,23.5,65.8,"Production, transportation, and material moving occupations",Service occupations,"Production, transportation, and material moving occupations",Production occupations,-,Service occupations,Personal care and service occupations,-
First-line supervisor of housekeeping and janitorial workers,Healthcare social worker,0.6947625642040167,0.8740234375,0.798828125,44.1,77.9,Service occupations,Professional and related occupations,Service occupations,Building and grounds cleaning and maintenance occupations,-,"Management, professional, and related occupations",Professional and related occupations,Community and social service occupations
Food service manager,Nutritionist,0.6945390865994036,0.8828125,0.7890625,46.7,86.3,"Management, business, and financial operations occupations",Professional and related occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Retail salesperson,Real estate broker,0.6938759809201416,0.8466796875,0.82763671875,49.2,57.0,Sales and office occupations,Sales and office occupations,Sales and office occupations,Sales and related occupations,-,Sales and office occupations,Sales and related occupations,-
Dishwasher,Food preparation worker,0.6924984796195752,0.9501953125,0.7138671875,23.1,58.7,Service occupations,Service occupations,Service occupations,Food preparation and serving related occupations,-,Service occupations,Food preparation and serving related occupations,-
Materials engineer,Psychiatric technician,0.6921650949962999,0.849609375,0.82275390625,13.5,69.5,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Food service manager,Food batchmaker,0.6919892437664403,0.91015625,0.7568359375,46.7,55.7,"Management, business, and financial operations occupations","Production, transportation, and material moving occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,"Production, transportation, and material moving occupations",Production occupations,-
Computer network architect,File Clerk,0.6917511118926721,0.9130859375,0.75341796875,7.7,76.0,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Emergency medical technician,Licensed practical nurse,0.6905897610621414,0.80859375,0.86572265625,39.4,88.7,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Emergency medical technician,Radiologic technician,0.6904505455051693,0.818359375,0.85498046875,39.4,70.3,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Cafeteria attendant,First-line supervisor of food preparation and serving workers,0.6904285641014368,0.875,0.79345703125,43.3,53.5,Service occupations,Service occupations,Service occupations,Food preparation and serving related occupations,-,Service occupations,Food preparation and serving related occupations,-
Computer network architect,Legal secretary,0.6902490493042885,0.9013671875,0.7646484375,7.7,96.4,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Computer programmer,Legal secretary,0.690093347694517,0.88818359375,0.77880859375,21.5,96.4,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Wastewater treatment system operator,Medical and health services manager,0.6899596274884781,0.818359375,0.8544921875,7.3,71.8,"Production, transportation, and material moving occupations","Management, business, and financial operations occupations","Production, transportation, and material moving occupations",Production occupations,-,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Computer network architect,Public safety telecommunicator,0.6896005978941815,0.87109375,0.796875,7.7,78.2,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Computer hardware engineer,Biological scientist,0.6892085961942863,0.8779296875,0.7890625,5.9,55.0,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations"
